Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Distress Sale,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area,lat,lon
R0085500,Res,1330,,CHAMBERS,DR,,BOULDER,2-3 Story,Average,1995,"2,632",864,864,0,Attached,504,"9,323",3827977,No,2020-10-26 00:00:00,"$1,100,000","$1,491,200",104,39.9752683,-105.23711607744946
R0085500,Res,1330,,CHAMBERS,DR,,BOULDER,2-3 Story,Average,1995,"2,632",864,864,0,Attached,504,"9,323",3821875,No,2020-10-02 00:00:00,"$1,100,000","$1,487,900",104,39.9752683,-105.23711607744946
R0013209,Res,1340,,CHAMBERS,DR,,BOULDER,Ranch,Average,1995,886,864,622,242,Attached,288,"10,872",3758193,No,2019-12-30 00:00:00,"$770,000","$1,108,300",104,39.97506945,-105.23725512227628
R0014430,Res,1460,,CHAMBERS,DR,,BOULDER,Ranch,Average,1998,"1,204","1,204","1,204",0,Attached,420,"7,195",3817619,No,2020-09-14 00:00:00,"$795,000","$1,088,400",104,39.97410305,-105.23845870148403
R0012881,Res,3654,,CHASE,CT,,BOULDER,Ranch,Average,2002,"1,107","1,375","1,107",268,Attached,297,"9,030",3947859,No,2022-02-25 00:00:00,"$850,000","$891,600",104,39.99326835,-105.2485561
R0014307,Res,3689,,CHASE,CT,,BOULDER,Split-Level,Average,2002,"1,426",575,575,0,Attached,253,"7,132",3970021,No,2022-06-30 00:00:00,"$949,000","$946,000",104,39.9926946,-105.24795166449074
R0014067,Res,3693,,CHASE,CT,,BOULDER,Ranch,Average,1990,"1,400","1,400","1,260",140,Carport,312,"7,820",3804104,No,2020-07-31 00:00:00,"$692,100","$966,700",104,39.99285105,-105.24782965237564
R0013654,Res,4300,,DARLEY,AVE,,BOULDER,Ranch,Average,2001,"1,026","1,026",945,81,Attached,297,"9,144",3953641,No,2022-03-30 00:00:00,"$1,225,000","$1,254,500",104,39.98119355,-105.24451344963283
R0012274,Res,4335,,DARLEY,AVE,,BOULDER,Ranch,Average,1961,"1,026","1,026",810,216,Attached,297,"8,596",3750130,No,2019-11-18 00:00:00,"$600,000","$860,800",104,39.981574949999995,-105.2443246
R0012594,Res,4390,,DARLEY,AVE,,BOULDER,Ranch,Average,1975,"1,026","1,026",130,896,Attached,297,"8,750",3827197,No,2020-10-23 00:00:00,"$670,000","$908,300",104,39.9811959,-105.24381739275027
R0010604,Res,4465,,DARLEY,AVE,,BOULDER,Ranch,Average,2000,988,988,888,100,Attached,336,"8,702",3862899,No,2021-02-26 00:00:00,"$950,000","$1,237,600",104,39.98157675,-105.24313265
R0009572,Res,4505,,DARLEY,AVE,,BOULDER,Ranch,Average,1984,988,979,889,90,Attached,336,"8,775",3742538,No,2019-10-08 00:00:00,"$731,000","$1,041,200",104,39.9815814,-105.24265589813956
R0006491,Res,3105,,DARTMOUTH,AVE,,BOULDER,Ranch,Average,1974,"1,053","1,053",0,"1,053",Carport,216,"7,555",3781952,No,2020-04-10 00:00:00,"$565,000","$811,600",104,39.98963755,-105.25578139999315
R0012230,Res,3742,,DAVIDSON,PL,,BOULDER,Ranch,Average,2002,"1,107","1,107","1,107",0,Attached,297,"6,941",3919635,No,2021-10-06 00:00:00,"$895,000","$1,032,700",104,39.99226625,-105.24721465
R0009817,Res,3500,,EASTMAN,AVE,,BOULDER,Ranch,Average,1970,"1,204","1,204","1,036",168,Attached,308,"7,645",3774744,No,2020-03-27 00:00:00,"$740,000","$1,075,500",104,39.98891365,-105.25208525
R0000849,Res,2801,,ELM,AVE,,BOULDER,2-3 Story,Average,2000,"1,584",0,0,0,Attached,170,"6,292",3871212,No,2021-03-19 00:00:00,"$949,500","$1,224,700",104,39.9977529,-105.25864477534247
R0005943,Res,2826,,ELM,AVE,,BOULDER,Ranch,Average,1980,927,0,0,0,Detached,308,"7,493",3928945,No,2021-10-28 00:00:00,"$735,500","$848,700",104,39.99773075,-105.25767315728112
R0002089,Res,2856,,ELM,AVE,,BOULDER,Ranch,Average,1992,792,0,0,0,Carport,312,"6,238",3751277,No,2019-11-25 00:00:00,"$625,000","$893,800",104,39.9981413,-105.257270835917
R0012915,Res,3820,,ELMHURST,PL,,BOULDER,Split-Level,Average,1960,"1,426",575,0,575,Attached,253,"9,523",3755731,No,2019-12-17 00:00:00,"$665,000","$957,200",104,39.99060375,-105.2464879
R0010199,Res,3860,,ELMHURST,PL,,BOULDER,Ranch,Average,1975,"1,400","1,400","1,260",140,Carport,324,"6,993",3850900,No,2021-01-12 00:00:00,"$689,000","$905,700",104,39.99087885,-105.2456315177481
R0013772,Res,3450,,FORDHAM,CT,,BOULDER,2-3 Story,Good,1994,"3,110","1,694","1,694",0,Attached,540,"7,959",3912135,No,2021-09-02 00:00:00,"$1,400,000","$1,642,600",104,39.9884318,-105.25266618221232
R0011251,Res,3953,,FULLER,CT,,BOULDER,Ranch,Average,1980,"1,400","1,400","1,400",0,Carport,312,"7,583",3893883,No,2021-06-15 00:00:00,"$765,000","$955,200",104,39.9908896,-105.24446116021434
R0010103,Res,3957,,FULLER,CT,,BOULDER,Ranch,Average,1990,"1,107","1,107","1,107",0,Attached,297,"7,016",3756523,No,2019-12-13 00:00:00,"$695,400","$1,001,000",104,39.9907687,-105.24463735
R0011855,Res,3965,,FULLER,CT,,BOULDER,Ranch,Average,1980,"1,107","1,107","1,107",0,Attached,297,"7,088",3905590,No,2021-08-06 00:00:00,"$810,000","$977,800",104,39.990475,-105.24491865
R0013853,Res,3985,,FULLER,CT,,BOULDER,Ranch,Average,1984,"1,400","1,400","1,400",0,Carport,312,"6,872",3868784,No,2021-03-12 00:00:00,"$742,500","$957,700",104,39.99042985,-105.24444274312614
R0012063,Res,4615,,GORDON,DR,,BOULDER,Ranch,Average,1985,"1,274","1,274","1,274",0,Carport,348,"8,590",3804590,No,2020-08-04 00:00:00,"$850,000","$1,171,900",104,39.9767172,-105.24097568763844
R0012063,Res,4615,,GORDON,DR,,BOULDER,Ranch,Average,1985,"1,274","1,274","1,274",0,Carport,348,"8,590",3946856,No,2022-02-09 00:00:00,"$1,067,500","$1,119,700",104,39.9767172,-105.24097568763844
R0060008,Res,4675,,GORDON,DR,,BOULDER,Ranch,Average,1976,"1,152","1,152","1,104",48,Attached,480,"16,468",3912144,No,2021-09-03 00:00:00,"$1,095,000","$1,294,000",104,39.9782175,-105.23917661058007
R0010987,Res,4687,,GORDON,DR,,BOULDER,Split-Level,Average,1980,"1,546",625,0,625,Attached,275,"20,882",3817733,No,2020-09-17 00:00:00,"$744,000","$1,018,600",104,39.9775758,-105.2386123
R0013658,Res,4695,,GORDON,DR,,BOULDER,Bi-Level,Average,1995,"2,285",77,0,77,,0,"10,409",3964335,No,2022-05-25 00:00:00,"$1,375,000","$1,375,000",104,39.977366,-105.23857016459696
R0013059,Res,4261,,GRAHAM,CT,,BOULDER,Split-Level,Average,1970,"1,426",0,0,0,Attached,557,"7,028",3912385,No,2021-09-01 00:00:00,"$800,000","$945,400",104,39.98933075,-105.2425281127723
R0010872,Res,4277,,GRAHAM,CT,,BOULDER,Ranch,Average,1985,"1,400","1,400","1,400",0,Carport,312,"10,563",3975291,No,2022-07-30 00:00:00,"$885,000","$885,000",104,39.98882845,-105.24248619216726
R0012597,Res,4462,,HAMILTON,CT,,BOULDER,Ranch,Average,1990,"1,107","1,107","1,107",0,Attached,297,"7,217",3749711,No,2019-11-18 00:00:00,"$699,000","$1,000,700",104,39.9885316,-105.2415985241079
R0012267,Res,4468,,HAMILTON,CT,,BOULDER,Split-Level,Average,1975,"1,426",575,455,120,Attached,253,"15,686",3898888,No,2021-07-06 00:00:00,"$800,000","$991,600",104,39.988016349999995,-105.2418237934886
R0011228,Res,4484,,HAMILTON,CT,,BOULDER,Split-Level,Average,1990,"1,726",575,0,575,Attached,253,"7,369",3897980,No,2021-07-02 00:00:00,"$810,000","$999,500",104,39.98775715,-105.2406192390049
R0010332,Res,4492,,HAMILTON,CT,,BOULDER,Ranch,Average,1984,"1,107","1,107",0,"1,107",Attached,297,"6,970",3755993,No,2019-12-18 00:00:00,"$585,000","$842,000",104,39.98819965,-105.24017517120032
R0011756,Res,4657,,HUEY,CIR,,BOULDER,Split-Level,Average,1995,"2,853",0,0,0,Attached,484,"10,963",3823308,No,2020-10-09 00:00:00,"$1,086,300","$1,472,600",104,39.978527,-105.24024923670233
R0013865,Res,4656,,INGRAM,CT,,BOULDER,Ranch,Average,1990,"1,107","1,107","1,107",0,Attached,297,"6,970",3825540,No,2020-10-19 00:00:00,"$728,963","$988,200",104,39.9879753,-105.23981245
R0011493,Res,4658,,INGRAM,CT,,BOULDER,Split-Level,Average,1984,"1,426",0,0,0,Attached,253,"6,883",3795927,No,2020-06-26 00:00:00,"$675,000","$947,900",104,39.9878331,-105.2399506366883
R0009685,Res,4682,,INGRAM,CT,,BOULDER,Split-Level,Average,1985,"1,426",575,220,355,Attached,253,"14,219",3766572,No,2020-02-07 00:00:00,"$765,000","$1,108,300",104,39.986813350000006,-105.23937095
R0012539,Res,4687,,INGRAM,CT,,BOULDER,Split-Level,Average,1963,"1,770",575,0,575,Attached,253,"7,100",3962161,No,2022-05-10 00:00:00,"$875,000","$875,000",104,39.98755005,-105.2391072416154
R0004619,Res,20,S,LASHLEY,LN,,BOULDER,Ranch,Average,1970,"1,056",0,0,0,Attached,240,"5,836",3861831,No,2021-02-04 00:00:00,"$555,000","$723,000",104,39.9925246,-105.25780358204358
R0005448,Res,40,S,LASHLEY,LN,,BOULDER,Ranch,Average,2000,"1,054",0,0,0,Attached,220,"6,236",3722333,No,2019-07-01 00:00:00,"$590,000","$833,600",104,39.99224314999999,-105.25757664222314
R0012761,Res,464,S,LASHLEY,LN,,BOULDER,Ranch,Average,1980,"1,204","1,204","1,204",0,Attached,280,"7,187",3838542,No,2020-11-30 00:00:00,"$675,000","$902,500",104,39.98799235,-105.2524284
R0010577,Res,810,S,LASHLEY,LN,,BOULDER,Ranch,Average,1985,"1,026","1,026",837,189,Attached,297,"7,302",3930181,No,2021-11-19 00:00:00,"$745,000","$839,400",104,39.9819117,-105.24610875
R0510840,Res,850,S,LASHLEY,LN,,BOULDER,Ranch,Average,1975,"1,899","1,026",526,500,,0,"14,073",3909514,No,2021-08-24 00:00:00,"$850,000","$968,200",104,39.98156425,-105.24581187262643
R0009573,Res,1100,S,LASHLEY,LN,,BOULDER,Bi-Level,Average,1970,"1,528",268,0,268,Carport,320,"8,135",3949319,No,2022-03-04 00:00:00,"$849,000","$869,500",104,39.97941805,-105.24389219431416
R0002926,Res,150,,LASHLEY,LN,,BOULDER,Ranch,Average,1970,960,0,0,0,Attached,240,"6,247",3905200,No,2021-08-03 00:00:00,"$616,000","$745,500",104,39.99331505,-105.25838575
R0014197,Res,4605,,LUDLOW,ST,,BOULDER,Ranch,Average,1990,850,850,706,144,Attached,275,"6,776",3958308,No,2022-04-20 00:00:00,"$935,000","$935,000",104,39.97659465,-105.2411114375695
R0010799,Res,4635,,LUDLOW,ST,,BOULDER,Ranch,Average,1995,"1,140","1,140",912,228,Attached,135,"7,126",3827972,No,2020-10-26 00:00:00,"$780,000","$1,054,900",104,39.97703595,-105.24033404974048
R0014362,Res,4685,,LUDLOW,ST,,BOULDER,Bi-Level,Average,1995,"2,054",0,0,0,Attached,276,"8,338",3820468,No,2020-09-28 00:00:00,"$795,000","$1,085,800",104,39.9774068,-105.23909499703132
R0010010,Res,4625,,MACKY,WAY,,BOULDER,Ranch,Average,1990,"1,216","1,216","1,094",122,Attached,468,"7,062",3899687,No,2021-07-12 00:00:00,"$941,000","$1,166,400",104,39.9757878,-105.23959259924634
R0009764,Res,4665,,MACKY,WAY,,BOULDER,Ranch,Average,1986,"1,026","1,026",0,"1,026",Attached,324,"7,777",3890022,No,2021-06-01 00:00:00,"$920,000","$1,151,700",104,39.97622485,-105.23869736451788
R0012136,Res,305,,MARTIN,DR,,BOULDER,Ranch,Average,1993,"1,040",0,0,0,Attached,286,"7,061",3947738,No,2022-02-28 00:00:00,"$850,000","$891,600",104,39.9947294,-105.2542331248851
R0012217,Res,315,,MARTIN,DR,,BOULDER,Ranch,Average,1980,"1,326",0,0,0,,0,"6,922",3892182,No,2021-06-02 00:00:00,"$740,000","$914,100",104,39.994881199999995,-105.25423901611586
R0013008,Res,325,,MARTIN,DR,,BOULDER,Ranch,Average,1983,"1,216",0,0,0,,0,"6,945",3879896,No,2021-04-23 00:00:00,"$704,500","$883,700",104,39.99509915,-105.2542209003718
R0009929,Res,335,,MARTIN,DR,,BOULDER,Ranch,Average,1993,"1,040",0,0,0,Attached,286,"7,137",3758276,No,2019-12-31 00:00:00,"$635,000","$911,700",104,39.995260650000006,-105.25424222338025
R0014389,Res,340,,MARTIN,DR,,BOULDER,Ranch,Average,2003,"1,161",0,0,0,Workshop,165,"7,413",3966527,No,2022-06-10 00:00:00,"$1,001,000","$1,001,000",104,39.99515855,-105.25375634919372
R0010122,Res,350,,MARTIN,DR,,BOULDER,Ranch,Average,1995,"1,326",0,0,0,,0,"7,315",3767253,No,2020-02-12 00:00:00,"$700,000","$1,014,100",104,39.9953615,-105.25375637516056
R0014191,Res,3305,,MARTIN,DR,,BOULDER,2-3 Story,Good,1995,"2,207",0,0,0,,0,"7,725",3969549,No,2022-06-27 00:00:00,"$989,000","$986,000",104,39.99340285,-105.25365810432984
R0014478,Res,3320,,MARTIN,DR,,BOULDER,Ranch,Average,1960,"1,040",0,0,0,Attached,286,"10,880",3876908,No,2021-04-12 00:00:00,"$625,000","$798,100",104,39.993197550000005,-105.25406095
R0010224,Res,3340,,MARTIN,DR,,BOULDER,Ranch,Average,1970,"1,440",0,0,0,Attached,286,"9,349",3932305,No,2021-11-27 00:00:00,"$785,000","$884,500",104,39.99304255,-105.25396682278765
R0010896,Res,3365,,MARTIN,DR,,BOULDER,Ranch,Average,1990,"1,326",0,0,0,,0,"7,340",3958410,No,2022-04-11 00:00:00,"$806,000","$806,000",104,39.99279315,-105.253136685336
R0009752,Res,3405,,MARTIN,DR,,BOULDER,2-3 Story,Good,2006,"2,281",0,0,0,Detached,512,"7,427",3774619,No,2020-03-27 00:00:00,"$975,000","$1,417,100",104,39.9925643,-105.2527839125
R0013783,Res,3705,,MARTIN,DR,,BOULDER,2-3 Story,Average,1992,"2,440",0,0,0,Attached,220,"7,143",3974547,No,2022-07-27 00:00:00,"$1,075,000","$1,075,000",104,39.9916813,-105.24929315
R0014805,Res,4005,,MARTIN,DR,,BOULDER,Ranch,Average,2000,"1,152",0,0,0,Attached,220,"7,518",3808656,No,2020-08-12 00:00:00,"$685,000","$945,800",104,39.98972685,-105.2457961604462
R0011795,Res,4205,,MARTIN,DR,,BOULDER,Ranch,Average,2000,"1,372",0,0,0,Attached,336,"7,462",3899779,No,2021-07-06 00:00:00,"$865,000","$1,059,800",104,39.98883695,-105.24422475209316
R0010586,Res,4335,,MARTIN,DR,,BOULDER,Ranch,Average,1985,"1,152",0,0,0,Attached,220,"7,451",3872315,No,2021-03-19 00:00:00,"$650,500","$839,000",104,39.9883534,-105.24345020828312
R0013776,Res,4365,,MARTIN,DR,,BOULDER,Ranch,Average,2000,"1,152",0,0,0,Attached,220,"7,419",3758709,No,2019-12-26 00:00:00,"$739,900","$1,064,300",104,39.98823204999999,-105.24323350286087
R0011911,Res,4515,,MARTIN,DR,,BOULDER,2-3 Story,Average,1989,"1,554",0,0,0,Attached,286,"7,524",3896651,No,2021-06-25 00:00:00,"$765,400","$958,200",104,39.9874382,-105.241844
R0011261,Res,4540,,MARTIN,DR,,BOULDER,2-3 Story,Average,1980,"1,488",0,0,0,Attached,286,"7,648",3967629,No,2022-06-15 00:00:00,"$735,000","$735,000",104,39.98694315,-105.24147025
R0003399,Res,2945,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1996,"1,166",0,0,0,Detached,391,"6,881",3891484,No,2021-06-02 00:00:00,"$553,000","$692,300",104,39.99822055,-105.25617734631072
R0001904,Res,2955,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1955,988,0,0,0,Attached,260,"6,966",3921810,No,2021-10-15 00:00:00,"$510,000","$588,500",104,39.998129199999994,-105.25602469781872
R0007279,Res,2965,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1970,"1,044",0,0,0,,0,"7,057",3886226,No,2021-05-17 00:00:00,"$503,800","$637,000",104,39.99800765,-105.25586373456824
R0000511,Res,3125,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1995,960,0,0,0,,0,"6,943",3964497,No,2022-05-27 00:00:00,"$753,000","$753,000",104,39.99717315,-105.2543230557872
R0009488,Res,3325,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1987,"1,150","1,350","1,350",0,Attached,200,"7,859",3905236,No,2021-07-29 00:00:00,"$735,000","$904,800",104,39.9963776,-105.25299855388246
R0009853,Res,3385,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1980,"1,035",936,715,221,Attached,187,"7,607",3921265,No,2021-10-12 00:00:00,"$699,000","$806,600",104,39.9957368,-105.25189305261463
R0010778,Res,3445,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1980,"1,568",0,0,0,,0,"7,525",3949959,No,2022-03-09 00:00:00,"$750,100","$768,200",104,39.9952909,-105.25115005415164
R0013680,Res,3505,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1990,"1,280",0,0,0,Attached,288,"7,929",3766617,No,2020-02-12 00:00:00,"$580,000","$833,700",104,39.994855900000005,-105.25041645
R0013753,Res,3545,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,2003,"1,932",0,0,0,Detached,375,"7,554",3838697,No,2020-11-23 00:00:00,"$679,400","$910,500",104,39.9946449,-105.25004421008508
R0014051,Res,3565,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1988,"1,426",0,0,0,Attached,253,"7,787",3920226,No,2021-10-11 00:00:00,"$654,000","$754,700",104,39.9945324,-105.24985044195266
R0013146,Res,3605,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1980,"1,426",0,0,0,Attached,253,"7,782",3941317,No,2022-01-18 00:00:00,"$675,000","$725,100",104,39.9943198,-105.24947054204196
R0014536,Res,3625,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1980,"1,204","1,204","1,204",0,Attached,462,"13,286",3893169,No,2021-06-16 00:00:00,"$610,000","$763,700",104,39.993948,-105.249108
R0014618,Res,3705,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1985,"1,257",925,592,333,Attached,242,"7,683",3873024,No,2021-03-26 00:00:00,"$641,700","$827,700",104,39.9932546,-105.24757901272966
R0012289,Res,3765,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1990,"1,257",925,925,0,Attached,242,"7,475",3760807,No,2020-01-15 00:00:00,"$645,000","$931,400",104,39.9925946,-105.2464706251818
R0014674,Res,3785,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1984,"1,257",925,925,0,Attached,242,"7,236",3775226,No,2020-03-30 00:00:00,"$685,000","$986,900",104,39.9923927,-105.24607635437675
R0010394,Res,3795,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1990,"1,334",544,544,0,Attached,286,"7,874",3864379,No,2021-02-26 00:00:00,"$618,100","$798,700",104,39.9922773,-105.24589486219512
R0012364,Res,4035,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1975,"2,209",0,0,0,Attached,418,"7,820",3747654,No,2019-11-06 00:00:00,"$670,000","$961,200",104,39.99123465,-105.24402503921726
R0009721,Res,4095,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1985,"1,521",0,0,0,Attached,418,"7,961",3896593,No,2021-06-29 00:00:00,"$630,000","$788,700",104,39.99101305,-105.24368830034568
R0011967,Res,4135,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1992,"2,050",0,0,0,Attached,418,"7,774",3799430,No,2020-07-12 00:00:00,"$738,000","$1,030,800",104,39.9907765,-105.24329087345296
R0010041,Res,4205,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1979,"1,521",0,0,0,Attached,242,"7,044",3900713,No,2021-07-13 00:00:00,"$600,000","$743,700",104,39.99045845,-105.24276779007752
R0013401,Res,4265,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1997,"1,921",0,0,0,Attached,242,"7,362",3922719,No,2021-10-20 00:00:00,"$708,700","$815,800",104,39.990256,-105.24238112175732
R0012201,Res,4495,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1996,"1,679",0,0,0,,0,"7,996",3878195,No,2021-04-16 00:00:00,"$757,000","$963,400",104,39.98927275,-105.24076725514183
R0011072,Res,4565,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1970,"1,280",0,0,0,Attached,288,"7,802",3792727,No,2020-06-15 00:00:00,"$565,000","$797,000",104,39.98893275,-105.2401902
R0014428,Res,4705,,MOORHEAD,AVE,,BOULDER,Ranch,Average,1990,"1,107","1,107",0,"1,107",Attached,297,"8,297",3862035,No,2021-02-19 00:00:00,"$630,000","$820,700",104,39.98828615,-105.23906695
R0014339,Res,4735,,MOORHEAD,AVE,,BOULDER,Split-Level,Average,1991,"1,679",575,575,0,,0,"8,353",3916138,No,2021-09-17 00:00:00,"$725,000","$850,800",104,39.9881764,-105.23888610424528
R0077374,Res,4790,W,MOORHEAD,CIR,,BOULDER,Split-Level,Average,1990,"1,820",0,0,0,Detached,400,"4,712",3817899,No,2020-09-21 00:00:00,"$780,000","$1,067,900",104,39.979230349999995,-105.23686844599376
R0077373,Res,4800,W,MOORHEAD,CIR,,BOULDER,Split-Level,Good,2000,"1,772",0,0,0,Detached,400,"4,313",3965422,No,2022-05-26 00:00:00,"$1,250,000","$1,250,000",104,39.97921195000001,-105.23622369978918
R0077364,Res,4844,W,MOORHEAD,CIR,,BOULDER,Split-Level,Average,1985,"1,498",26,0,26,Attached,380,"3,844",3804096,No,2020-07-08 00:00:00,"$745,000","$1,036,400",104,39.97926605,-105.23597556284474
R0012940,Res,4430,,SQUIRES,CIR,,BOULDER,Bi-Level,Average,1990,"1,614",176,0,176,Detached,660,"7,027",3890923,No,2021-06-04 00:00:00,"$980,000","$1,226,900",104,39.979351699999995,-105.24330351236904
R0011729,Res,4475,,SQUIRES,CIR,,BOULDER,Ranch,Average,2000,"1,289","1,338","1,137",201,Carport,165,"6,741",3942857,No,2022-01-27 00:00:00,"$1,044,000","$1,121,500",104,39.979276,-105.24265532133788
R0011708,Res,4500,,SQUIRES,CIR,,BOULDER,Ranch,Average,1983,"1,293",0,0,0,,0,"7,937",3900046,No,2021-06-28 00:00:00,"$680,000","$851,300",104,39.9787499,-105.2424804995209
R0010833,Res,4525,,SQUIRES,CIR,,BOULDER,Ranch,Average,1995,960,960,864,96,,0,"7,745",3969998,No,2022-06-29 00:00:00,"$955,000","$948,000",104,39.9791007,-105.24218305
R0077419,Res,1002,,TANTRA PARK,CIR,,BOULDER,Split-Level,Average,1990,"1,534",120,0,120,Attached,400,"5,697",3972832,No,2022-07-20 00:00:00,"$1,097,500","$1,097,500",104,39.97994355,-105.2389306772976
R0077423,Res,1040,,TANTRA PARK,CIR,,BOULDER,Split-Level,Average,1995,"1,399",55,0,55,Attached,400,"4,711",3957636,No,2022-04-15 00:00:00,"$1,015,000","$1,015,000",104,39.97960845,-105.23929929498108
R0077400,Res,1045,,TANTRA PARK,CIR,,BOULDER,Split-Level,Average,2003,"1,462",0,0,0,Detached,400,"4,895",3737930,No,2019-09-17 00:00:00,"$730,000","$1,040,600",104,39.97971385,-105.24043361425656
R0077393,Res,1059,,TANTRA PARK,CIR,,BOULDER,Split-Level,Average,2000,964,792,792,0,Attached,400,"4,563",3965819,No,2022-05-31 00:00:00,"$1,070,000","$1,070,000",104,39.9791075,-105.23966147267764
R0011219,Res,4300,,WHITNEY,PL,,BOULDER,Ranch,Average,1975,"1,026","1,026",945,81,Attached,297,"7,253",3841549,No,2020-12-11 00:00:00,"$672,500","$893,700",104,39.98021855,-105.24395828196452
R0011259,Res,4475,,WHITNEY,PL,,BOULDER,Ranch,Average,2000,"1,026","1,026",956,70,Attached,297,"10,087",3966643,No,2022-06-09 00:00:00,"$1,240,000","$1,240,000",104,39.980649799999995,-105.24275482537834
R0011259,Res,4475,,WHITNEY,PL,,BOULDER,Ranch,Average,1962,"1,026","1,026",956,70,Attached,297,"10,087",3938611,No,2022-01-04 00:00:00,"$805,000","$864,700",104,39.980649799999995,-105.24275482537834
R0014450,Res,4595,,WHITNEY,PL,,BOULDER,Ranch,Average,1992,"1,323","1,026",923,103,,0,"11,186",3835947,No,2020-11-18 00:00:00,"$750,000","$1,006,700",104,39.98065,-105.2419674
R0005378,Res,765,,10TH,ST,,BOULDER,2-3 Story,Good,1970,"2,325",0,0,0,Attached,484,"6,259",3783861,No,2020-05-12 00:00:00,"$1,200,000","$1,575,200",101,40.00140195,-105.28024292118644
R0002916,Res,808,,10TH,ST,,BOULDER,2-3 Story,Good,1995,"1,846",820,820,0,Detached,624,"6,137",3804735,No,2020-08-05 00:00:00,"$1,500,000","$1,909,200",101,40.0023053,-105.2795257
R0003518,Res,836,,10TH,ST,,BOULDER,Ranch,Good,2000,"1,593","1,400","1,400",0,Attached,286,"6,190",3896479,No,2021-06-25 00:00:00,"$1,800,000","$2,050,200",101,40.0031237,-105.27961957489624
R0008034,Res,904,,10TH,ST,,BOULDER,2-3 Story,Good,1970,"2,164",949,0,949,Basement,266,"6,169",3756200,No,2019-12-18 00:00:00,"$975,000","$1,368,200",101,40.0038948,-105.27961446122988
R0008034,Res,904,,10TH,ST,,BOULDER,2-3 Story,Good,1988,"2,164",949,0,949,Basement,266,"6,169",3959647,No,2022-04-29 00:00:00,"$1,753,500","$1,753,500",101,40.0038948,-105.27961446122988
R0006492,Res,935,,10TH,ST,,BOULDER,2-3 Story,Excellent,1995,"3,306","1,981","1,981",0,Detached,546,"9,853",3729032,No,2019-08-06 00:00:00,"$2,400,000","$3,348,100",101,40.00442355,-105.28024945
R0007230,Res,943,,10TH,ST,,BOULDER,2-3 Story,Good,1995,"1,394",408,408,0,Detached,580,"6,377",3805173,No,2020-08-06 00:00:00,"$1,189,000","$1,513,400",101,40.0045829,-105.28023585774908
R0008932,Dup/Tri,1001,,10TH,ST,,BOULDER,2-3 Story,Good,1975,"2,184","1,288","1,072",216,,0,"6,212",3972066,No,2022-07-12 00:00:00,"$1,631,500","$1,631,500",101,40.0056266,-105.2802349
R0008319,Res,1006,,10TH,ST,,BOULDER,2-3 Story,Very Good,2005,"2,721","1,363","1,227",136,Detached,400,"6,257",3855360,No,2021-01-29 00:00:00,"$1,995,000","$2,412,000",101,40.005606,-105.2796025959303
R0001034,Res,1027,,10TH,ST,,BOULDER,2-3 Story,Average,1995,"2,230","1,115",0,"1,115",,0,"6,360",3876788,No,2021-04-13 00:00:00,"$1,525,000","$1,782,700",101,40.00603825,-105.2802502479648
R0007445,Res,1044,,10TH,ST,,BOULDER,2-3 Story,Good,1980,"1,742",0,0,0,Multiple,563,"6,341",3865640,No,2020-06-16 00:00:00,"$1,100,000","$1,429,100",101,40.0062942,-105.27961505
R0002823,Res,1061,,10TH,ST,,BOULDER,2-3 Story,Good,1987,"1,577",848,763,85,Carport,266,"6,406",3915176,No,2021-09-17 00:00:00,"$1,301,000","$1,415,300",101,40.0065899,-105.28026079930598
